Code Value,Language,Endangerment Level,Number of Speakers,Region,Latitude,Longitude
cpi,Nauru Pacific Pidgin,Threatened ,,Pacific,-0.53,166.93
nau,Nauruan,Threatened ,6000,Pacific,-0.5,166.916666667
nav,Navajo,At risk ,120000,North America,35.8044,-108.475
1hx,Navwien,Critically Endangered ,5,Pacific,-16.469, 167.4975
nwr,Nawaru,Endangered ,190,Pacific,-9.43713,148.3008
noz,Nayi,Severely Endangered ,7188,Africa,7.2698,36.1724
nyq,Nayini,Threatened ,7030,Near East,32.8519,53.1573
nlu,Nchumbulu,Threatened ,1800,Africa,,
nnz,Nda'nda',Vulnerable ,100001990SIL,Africa,4.605090, 10.199520
gke,Ndai,Critically Endangered ,Few,Africa,8.399,14.1641
ndm,Ndam,Threatened ,6500,Africa,9.801091, 17.412506
eli,Nding,Threatened ,3513,Africa,10.4121,30.6024
djj,Ndjebbana,Endangered ,241,Australia,-12.1624,134.253
ndr,Ndoola ,Vulnerable ,10000,Africa,7.29, 11.31
nuh,Ndunda,Endangered ,300,Africa,6.9482,10.9698
ndv,Ndut,Vulnerable ,25000,Africa,14.912690, -16.993375
njt,Ndyuka-Trio Pidgin,Dormant ,Ø,South America,2.95, -56.02
nec,Nedebang,Critically Endangered ,,Southeast Asia,-8.275, 124.202
neg,Negidal,Severely Endangered ,,Caucasus;Europe;East Asia,53.0,139.0
crk-pla,Nēhiyawēwin,Severely Endangered ,68,North America,54.7200000, -116.7300000
nek,Neku,Endangered ,220,Pacific,-21.5169,165.4568
nem,Nemi,Endangered ,320,Pacific,-20.6494,164.6878
nqn,Nen,Endangered ,250,Pacific,-8.62, 142.03
mid,Neo-Mandaic,Severely Endangered ,100,Near East,31.1913, 48.4009
kxl,Nepali Kurux,Vulnerable ,28615,South Asia,27.9275,84.2866
08o,Nese,Critically Endangered ,15,Pacific,,
1no,New Bargut,Vulnerable ,,East Asia,48.684, 116.814
nez,Nez Perce,Critically Endangered ,50,North America,46.4347,-116.8268
ntj,Ngaanyatjarra,Threatened ,1300,Australia,-25.983872, 127.007311
08q,Ngaatjatjara,Severely Endangered ,12,Australia,-24.951158,125.958117
nud,Ngala,Endangered ,136,Pacific,-4.22804,142.5105
nig,Ngalakgan,Dormant ,NoknownL1speakers,Australia,-14.300215, 134.298144
djd-nga,Ngaliwurru,Endangered ,,Australia,-15.789444,130.875896
szb,Ngalum,Vulnerable ,18000,Southeast Asia;Pacific,-4.68, 141.03
nmv,Ngamini,Critically Endangered ,2,Australia,-27.07538021,139.0719368
nbh,Ngamo,Vulnerable ,,Africa,6.772275,37.313475
nam-nan,Ngan'gikurunggurr,Endangered ,240,Australia,,
nam,Ngan'gityemerri,Endangered ,,Australia,-14.268," 131.237
"
nio,Nganasan,Severely Endangered ,,Caucasus;Europe;East Asia,71.0,93.0
nid,Ngandi,Critically Endangered ,9,Australia,-14.08540036,135.3815377
nyx,Nganyaywana,Dormant ,0,Australia,-30.46683576, 151.5553039
rxd,Ngardi,Severely Endangered ,10,Australia,-20.85043936,128.8885148
xni,Ngarigu,Dormant ,0,Australia,-36.30008261,148.7238073
ung,Ngarinyin,Critically Endangered ,,Australia,-16.601517,125.536117
nbj,Ngarinyman,Endangered ,170,Australia,-16.97501636,131.9362017
nlr,Ngarla,Critically Endangered ,Veryfew,Australia,-20.37356029,118.8259443
nrl,Ngarluma,Severely Endangered ,20,Australia,-20.848545,117.696075
nji,Ngarnka,Critically Endangered ,,Australia,-16.9973,135.7788
nay,Ngarrindjeri,Awakening ,,Australia,-35.94962694, 139.8185645
nsg,Ngasa,Endangered ,200,Africa,-2.932,37.4853
ngm,Ngatik Men's Creole,Severely Endangered ,15,Pacific,5.787374, 157.155433
,Ngatikese,Vulnerable ,,Pacific,5.789276, 157.159653
nxn,Ngawun,Critically Endangered ,1,Australia,-20.00086144,141.7753193
nbd,Ngbinda,Critically Endangered ,Few,Africa,4.6092,27.0812
ssv,Ngen,Endangered ,800,Pacific,-15.2987,167.1459
ngx,Nggwahyi,Threatened ,2000,Africa,,
jle,Ngile,Vulnerable ,38000,Africa,10.6666666667,30.0
wyb,Ngiyambaa,Critically Endangered ,,Australia,-31.27664417,146.0548388
ngi,Ngizim,Vulnerable ,80000,Africa,11.710652, 11.082443
kcd,Ngkâlmpw Kanum,Endangered ,150,Southeast Asia,-8.66666666667,140.916666667
nmj,Ngombe,Threatened ,1400,Africa,3.9492,15.2352
nrx,Ngomburr,Critically Endangered ,1,Australia,-12.98243877,132.2517098
nnx,Ngong,Critically Endangered ,2,Africa,9.0044,13.5104
08s,Ngumbarl,Dormant ,0,Australia,-17.53716033,122.4292371
xul,Ngunawal,Awakening ,,Australia,-35.0079515,148.5035148
nuo,Nguôn,Endangered ,,Southeast Asia,17.5333,105.3833
ngw,Ngwaba,Vulnerable ,10000,Africa,9.9904,12.81
nha,Nhanta,Critically Endangered ,2,Australia,-28.671311,115.113029
yrl,Nheengatú,Endangered ,19060,South America,1.2303,-66.8408
hrp,Nhirrpi,Dormant ,0,Australia,-28.62910687,141.2759561
nhf,Nhuwala,Severely Endangered ,10,Australia,-22.10053672,114.9936417
bzk,Nicaragua Creole English,Vulnerable ,35000,"Mexico, Central America, Caribbean",12.010778,-83.771836
ncs,Nicaraguan Sign Language,Threatened ,3000,"Mexico, Central America, Caribbean",12.25, -86.34
nie,Niellim,Threatened ,5160,Africa,9.75,17.75
nll,Nihali,Threatened ,1000,South Asia,19.75,77.8333333333
gbe,Niksek,Endangered ,300,Pacific,-4.83, 142.45
nil,Nila,Threatened ,1800,Pacific,-3.2173,128.9849
nmp,Nimanburru,Critically Endangered ,2,Australia,-17.32739252,123.0695845
nmr,Nimbari,Dormant ,0,Africa,,
niw,Nimo,Endangered ,178,Pacific,-4.36, 141.58
shb,Ninam,Vulnerable ,560,South America,3.5,-62.8333333333
mwi,Ninde,Threatened ,1100,Pacific,-16.4492,167.4481
nby,Ningera,Endangered ,213,Pacific,-2.73916, 141.4355
nxr,Ninggerum,Threatened ,3500,Southeast Asia;Pacific,-5.43, 141.16
niz,Ningil,Endangered ,500,Pacific,-3.54, 142.27
nns,Ningye,Threatened ,4000,Africa,10.234350, 7.866383
nin,Ninzo,Critically Endangered ,2,Africa,,
rpn,Niolean,Severely Endangered ,90,Pacific,-16.3155,167.6026
hux,Nipode,Severely Endangered ,50,South America,-2.34, -70.96
nsz,Nisenan,Dormant ,0,North America,39.0,-121.0
ncg,Nisga'a,Severely Endangered ,857,North America,56.4500000, -129.3900000
,Nisvai,Endangered ,200,Pacific,-16.431448,167.715238
,Nitita,Critically Endangered ,5,Pacific,-16.214958,167.518171
niu,Niue,Threatened ,7990,Pacific,-19.05,-170.116666667
cag,Nivaclé,Threatened ,8800,South America,-23.5, -60.5
,Nivat,Critically Endangered ,10,Pacific,-16.271847,167.451384
njl,Njalgulgule,Endangered ,900,Africa,8.4452,25.3015
,Njav,Critically Endangered ,10,Pacific,-15.975671,167.258437
njr,Njerep,Critically Endangered ,4,Africa,,
nkz,Nkari,Threatened ,10000,Africa,5.44, 7.76
nkx,Nkoroo,Threatened ,5000,Africa,4.561549, 7.473342
njb,Nocte Naga,Threatened ,35000,South Asia,27.0,95.5
nog,Noghay,Threatened ,,Caucasus;Europe;East Asia,46.3333333333,48.5
nkk,Nokuku,Endangered ,250,Pacific,-14.919628,166.611481
not,Nomatsiguenga,Threatened ,5531,South America,-11.6666666667,-74.5
noj,Nonuya,Dormant ,Ø,South America,0.671522,-72.084083
snf,Noon,Vulnerable ,25000,Africa,14.80, -16.933
fra-nor,Norman,Severely Endangered ,,Europe,49.081, -0.6591
mmg,North Ambrym,Threatened ,5250,Pacific,-16.186489,168.137208
ayp,North Mesopotamian Arabic,At risk ,140000,Europe,,
kti,North Muyu,Threatened ,8000,Southeast Asia,-5.55, 140.84
sme,North Saami,Vulnerable ,16500,Caucasus;Europe;East Asia,69.0,24.0
"mip, vmq",Northeastern Alta Mixtec,Threatened ,10220,"Mexico, Central America, Caribbean",17.46, -97.06
aqn,Northern Alta,Endangered ,240,Southeast Asia,,
"miz, xtu",Northern Alta Mixtec,Threatened ,3970,"Mexico, Central America, Caribbean",17.98, -96.80
atv,Northern Altai,Endangered ,10000,Caucasus;Europe;East Asia,52.2816,87.4827
"mii, mit, xtb",Northern Baja Mixtec,Threatened ,8320,"Mexico, Central America, Caribbean",18.17, -97.83
qul,Northern Bolivian Quechua,At risk ,100000,South America,-14.40, -68.79
chj,Northern Chinantec,Vulnerable ,37900,"Mexico, Central America, Caribbean",18.059823, -96.394264
emp,Northern Emberá,Vulnerable ,,"South America;Mexico, Central America, Caribbean",6.83333333333,-77.1666666667
frr,Northern Frisian,Threatened ,,Europe,54.5,9.0
1of,Northern Khanty,Threatened ,,Caucasus;Europe;East Asia,63.7047,66.676
lbr,Northern Lorung,Threatened ,1207,South Asia,27.4266,87.2498
1nt,Northern Mansi,Endangered ,,Caucasus;Europe;East Asia,62.6539,63.1494
ymx,Northern Muji,Endangered ,9000,East Asia,,
0zn,Northern Northeastern Neo-Aramaic,Vulnerable ,10000,Europe,37.3834, 43.4721
pao,Northern Paiute,Critically Endangered ,,North America,43.0439,-112.4566
pmq,Northern Pame,Threatened ,5620,"Mexico, Central America, Caribbean",21.9955,-99.6458
pej,Northern Pomo,Dormant ,0,North America,39.4143,-123.3502
pmi,Northern Pumi,Vulnerable ,32300,East Asia,28.0,101.0
cng,Northern Qiang,Threatened ,,East Asia,32.0,102.666666667
nnl,Northern Rengma Naga,Threatened ,6600,South Asia,25.958,94.2462
rog,Northern Roglai,Vulnerable ,25000,Southeast Asia,12.249, 109.195
1oo,Northern Selkup,Endangered ,600,Caucasus;Europe;East Asia,65.7035,82.4441
str,Northern Straits Salish,Critically Endangered ,20,North America,48.4500000, -123.0000000
ntp,Northern Tepehuán,Threatened ,,"Mexico, Central America, Caribbean",26.43," -107.38

"
too,Northern Totonac,Threatened ,3000,"Mexico, Central America, Caribbean",20.298178,-97.536594
tji,Northern Tujia,Severely Endangered ,,East Asia,28.828,109.5904
ttm,Northern Tutchone,Severely Endangered ,,North America,63.0,-137.0
,Northern Yauyos Quechua,Dormant ,0,South America,,
ctl,Northwestern Chinantec,Threatened ,1720,"Mexico, Central America, Caribbean",17.878778,-96.589844
nsl,Norwegian Sign Language,Threatened ,4000,Europe,60.77, 10.24
bly,Notre,Vulnerable ,2368,Africa,10.798235, 1.669510
noy,Noy,Severely Endangered ,36,Africa,8.9312,17.8829
soo,Nsong,Threatened ,7080,Africa,-5.054521, 18.781299
baf,Nubaca,Endangered ,800,Africa,4.2971,10.7446
kcn,Nubi,Threatened ,,Africa,0.666666666667,32.0833333333
kte,Nubri,Threatened ,2000,South Asia,28.6384,84.6079
mbr,Nukak,Endangered ,390,South America,2.5,-71.5
nuc,Nukini,Dormant ,Obsolescentnolongerspokenasaneverydaylanguagebutafewspeakersrememberit,South America,-7.34, -73.50
klt,Nukna,Vulnerable ,1000,Pacific,-6.007053, 146.980984
nnv,Nukunu,Dormant ,0,Australia,-32.71595341, 138.0903099
nkr,Nukuoro,Endangered ,900,Pacific,3.83333333333,154.916666667
sij,Numbami,Endangered ,270,Pacific,-7.5177,147.2991
tgs,Nume,Endangered ,700,Pacific,-14.214274,167.563977
kdk,Numèè,Threatened ,1810,Pacific,-22.249569,166.821594
nug,Nungali,Critically Endangered ,2,Australia,-14.92708592, 131.1442419
npb,Nupbikha,Vulnerable ,30000,South Asia,27.3937,90.5003
nul,Nusa Laut,Severely Endangered ,10,Southeast Asia,-6.7331,129.5288
nuk,Nuuchahnulth (Nootka),Critically Endangered ,134,North America,49.6100000, -126.5000000
blc,Nuxalk,Critically Endangered ,17,North America,,
nm0,Nyagrong Minyag,Threatened ,1000,East Asia,,
cbn,Nyahkur,Endangered ,,Southeast Asia,15.6666666667,101.666666667
nly,Nyamal,Critically Endangered ,10,Australia,-21.30071734, 119.7091996
nwm,Nyamusa-Molo,Threatened ,1200,Africa,,
nyp,Nyang'i,Critically Endangered ,10,Africa,3.41666666667,33.5833333333
nna,Nyangumarta,Endangered ,,Australia,-20.49615825, 122.2137447
knp-nyj,Nyanjang,Critically Endangered ,4,Africa,6.634598, 11.675720
nyt,Nyawaygi,Critically Endangered ,3,Australia,-18.82290222, 146.1701373
neh,Nyenkha,Vulnerable ,8692,South Asia,27.4595,90.4119
nyl,Nyeu,Endangered ,200,Southeast Asia,14.88, 104.33
nyh,Nyikina,Severely Endangered ,,Australia,-18.20260282, 124.2885679
xny,Nyiyaparli,Severely Endangered ,,Australia,-23.3884779,119.9251173
nyv,Nyulnyul,Critically Endangered ,1,Australia,-16.87658868, 122.8231991
ngh,N||ng,Critically Endangered ,5,Africa,-27.935574, 22.734146
thp,Nłeʔkepmxcín (Thompson),Severely Endangered ,127,North America,50.3600000, -121.1000000
pia,O'ob,Endangered ,,"Mexico, Central America, Caribbean",29.0,-111.0
ood,O'odham,Vulnerable ,15000,"North America;Mexico, Central America, Caribbean",33.059,-112.0479
zoh,Oaxaca Zoque,Threatened ,5216,"Mexico, Central America, Caribbean",16.65, -94.69
obl,Oblo,Dormant ,0,Africa,,
afz,Obokuitai,Endangered ,120,Southeast Asia,-3.0,138.0
obu,Obulom,Threatened ,3420,Africa,4.743327, 7.082359
oca,Ocaina,Critically Endangered ,,South America,-2.75,-71.75
"zac, zpv, zpn",Ocotlán,Vulnerable ,15000,"Mexico, Central America, Caribbean",16.796597, -96.653301
ocu,Ocuiltec,Endangered ,737,"Mexico, Central America, Caribbean",19.003075, -99.231114
kkc,Odoodee,Endangered ,490,Pacific,-6.7,142.5
oda,Odut,Severely Endangered ,20,Africa,5.3077,8.2672
opy,Ofayé,Severely Endangered ,12,South America,-21.361,-52.0532
oia,Oirata,Threatened ,1220,Southeast Asia,-8.0755,127.1777
ojs,Oji-Cree ,Vulnerable ,6110,North America,53.0,-90.0
oka,Okanagan-Colville,Critically Endangered ,,North America,49.2900000, -118.9800000
oki,Okiek,Severely Endangered ,50,Africa,-1.0435,36.6006
okb,Okobo,Vulnerable ,50000,Africa,,
okd,Okodia,Threatened ,3600,Africa,,
opm,Oksapmin,Vulnerable ,8000,Pacific,-5.21, 142.18
1np,Old Bargut,Threatened ,,East Asia,49.506, 119.43
ole,Olekha,Critically Endangered ,3,South Asia,27.1955,90.43
olk,Olkol,Critically Endangered ,5,Australia,-15.2, 142.4
ong,Olo,Vulnerable ,13000,Pacific,-3.4, 142.1
olr,Olrat,Critically Endangered ,3,Pacific,-14.313, 167.433
plo,Oluta Popoluca,Severely Endangered ,12,"Mexico, Central America, Caribbean",17.95,-95.0
omg,Omagua,Critically Endangered ,10,South America,-4.0,-73.5
oma,Omaha-Ponca,Severely Endangered ,85,North America,42.0817,-96.4855
omt,Omotik,Severely Endangered ,50,Africa,-1.115,35.9143
ona,Ona,Dormant ,,South America,-53.0,-70.0
"aun, oin, okk, onk, onr, osu",One,Threatened ,4450,Pacific,-3.3, 141.9
one,Oneida,Endangered ,,North America,43.0778,-75.6622
oon,Önge,Threatened ,94,South Asia,10.75,92.4166666667
1ns,Ongkor Solon,Critically Endangered ,1,Near East;East Asia,46.7774,83.0456
bxe,Ongota,Critically Endangered ,8,Africa,5.3207,37.2244
oni,Onin,Endangered ,600,Southeast Asia,-2.9745,132.2383
onj,Onjob,Endangered ,150,Pacific,-9.2973,149.1613
ono,Onondaga,Critically Endangered ,,North America,43.1194,-80.1174
opt,Opata-Eudeve,Dormant ,0,"Mexico, Central America, Caribbean",29.1666666667,-109.666666667
lgn,Opuuo,Endangered ,301,Africa,8.3202,33.8873
orn,Orang Kanaq,Severely Endangered ,,Southeast Asia,1.8858,103.9814
ors,Orang Seletar,Endangered ,880,Southeast Asia,1.3387,103.464
,Ordos,Vulnerable ,100000,East Asia,39.612, 109.781
ore,Orejón,Critically Endangered ,90,South America,-2.83333333333,-72.5
1kw,Original Bangkok Sign Language,Critically Endangered ,,Southeast Asia,13.727,100.524
csd,Original Chiangmai Sign Language,Critically Endangered ,,Southeast Asia,18.789968, 98.984387
1a4,Original Costa Rican Sign Language,Critically Endangered ,,"Mexico, Central America, Caribbean",9.89, -84.12
lso,Original Laos Sign Language,,,Southeast Asia,18.39, 104.52
,Orkon,Severely Endangered ,30,Pacific,-16.242462,168.218976
orz,Ormu,Endangered ,600,Southeast Asia,-2.5136,140.6675
oru,Ormuri,Threatened ,,South Asia;Near East,32.5,69.75
oac,Oroch,Severely Endangered ,150,Caucasus;Europe;East Asia,50.3333333333,137.5
ora,Oroha,Severely Endangered ,38,Pacific,-9.7686,161.51
oaa,Orok,Critically Endangered ,60,Caucasus;Europe;East Asia,52.341, 143.091
orh,Oroqen,Severely Endangered ,2500,East Asia,48.166,119.4873
sgh-oro,Oroshor,Vulnerable ,1950,Near East,38.387964,72.741803
orw,Orowari,Critically Endangered ,5,South America,-11.6683,-65.1379
orr,Oruma,Threatened ,5000,Africa,,
osa,Osage,Awakening ,,North America,36.6683,-96.3316
otr,Otoro,Endangered ,10000,Africa,11.1666666667,30.5
otw,Ottawa,Severely Endangered ,,North America,46.1519,-82.2243
oua,Ouargli,Threatened ,5000,Africa,31.9166666667, 5.33333333333
tjo,Oued-Righ Berber,Threatened ,6000,Africa,33.0777, 6.0671
oum,Ouma,Critically Endangered ,4,Pacific,-10.233,149.1
owi,Owiniga,Endangered ,219,Pacific,-4.47, 141.70
oyd,Oyda,Vulnerable ,15000,Africa,5.9438,36.6503
pdi,Pa Di,Threatened ,,Southeast Asia;East Asia,26.31, 103.49
pqa,Pa'a,Threatened ,8000,Africa,,
pfa,Pááfang,Threatened ,1320,Pacific,7.6198,155.1571
drl,Paakantyi,Critically Endangered ,2,Australia,-31.12813021, 144.2235677
qvp,Pacaraos Quechua,Severely Endangered ,,South America,-11.2538,-76.8054
adi-pad,Padam,Vulnerable ,,South Asia,28.2463, 95.3668
pdo,Padoe,Threatened ,6000,Southeast Asia,-2.33333333333,121.333333333
pbb,Paez,Vulnerable ,60000,South America,2.66666666667,-76.0
pgi,Pagi,Threatened ,1100,Pacific,-3.05, 141.25
lgt,Pahi,Endangered ,598,Pacific,-3.80, 142.30
adi-pai,Pailibo,Endangered ,,South Asia,,
ppi,Paipai,Severely Endangered ,100,"Mexico, Central America, Caribbean",29.65,-115.1333
pck,Paite Chin,Vulnerable ,64100,South Asia,24.0,93.1666666667
sru,Paiter,Endangered ,920,South America,-11.1245,-61.3476
pkn,Pakanh,Severely Endangered ,10,Australia,-15.274264, 142.706775
,Palawa Kani,Awakening ,,Australia,-42.8788412, 147.3217322
pln,Palenquero,Endangered ,500,South America,10.0952,-75.1142
plu,Palikur,Threatened ,2000,South America,3.0,-51.0
fap,Paloor,Threatened ,5000,Africa,,
ple,Palu'e,Threatened ,10000,Southeast Asia,-8.326781,121.718478
blq,Paluai,Vulnerable ,2000,,-2.559112, 147.281946
nad,Palyku,Critically Endangered ,Veryfew,Australia,-22.6744684, 120.1169385
pmn,Pam,Severely Endangered ,30,Africa,8.553183, 14.336472
pnq,Pana (Burkina Faso),Threatened ,7800,Africa,13.433014,3.391889
pnz,Pana (Central African Republic),Vulnerable ,85980,Africa,7.305375,15.741636
lsp,Panamanian Sign Language,Threatened ,,"Mexico, Central America, Caribbean",9.217056, -79.642266
par,Panamint,Critically Endangered ,20,North America,36.4555,-116.8666
pbh,Panare,Vulnerable ,3100,South America,6.5,-66.0
psn,Panasuan,Endangered ,800,Southeast Asia,-2.24, 119.65
bkj,Pande,Threatened ,8870,Africa,3.522159, 16.039603
pgg,Pangwali,Threatened ,17000,South Asia,33.4589,76.9152
kdq-ban,Pani Koch,Endangered ,300,South Asia,25.8, 90.2
pkh,Pankhu,Vulnerable ,,South Asia,22.68, 92.95
pnw,Panyjima,Severely Endangered ,,Australia,-23.01539682, 117.6751312
"zte, zpw, zpz",Papabuco,Threatened ,5070,"Mexico, Central America, Caribbean",18.108522, -96.138497
top,Papantla Totonac,Vulnerable ,80000,"Mexico, Central America, Caribbean",20.446578,-97.317564
ppn,Papapana,Severely Endangered ,120,Pacific,-5.8974,155.2505
ppe,Papi,Severely Endangered ,70,Pacific,-4.5, 142
pat,Papitalai,Endangered ,520,Pacific,-2.05,147.4
ppm,Papuma,Endangered ,600,Southeast Asia,-1.77, 135.91
prc,Parachi,Threatened ,6900,Near East,34.4658,68.637
pak,Parakanã,Threatened ,1286,South America,-5.2441,-52.7014
pbg,Paraujano,Critically Endangered ,1,South America,11.022,-71.7352
pab,Paresí,Threatened ,2000,South America,-14.0,-57.0
paq,Parya,Threatened ,7500,Near East,38.5094,68.0932
psq,Pasi,Endangered ,154,Pacific,-3.95, 142.31
lae,Pattani,Vulnerable ,11000,South Asia,32.75,76.75
mzs,Patuá,Critically Endangered ,,East Asia,,
pwi,Patwin,Critically Endangered ,1,North America,38.7608,-122.0354
plh,Paulohi,Severely Endangered ,50,Southeast Asia,-3.25,128.75
pad,Paumarí,Endangered ,200,South America,-6.0,-64.0
pnk,Paunaka,Critically Endangered ,,South America,-16.770833,-61.454167
psm,Pauserna,Critically Endangered ,4,South America,-13.694972,-61.431164
pwa,Pawaia ,Threatened ,4000,Pacific,-6.88, 145.08
paw,Pawnee,Critically Endangered ,10,North America,36.3372,-96.8032
bxj,Payungu,Critically Endangered ,6,Australia,-23.905927,114.783325
uun,Pazeh-Kaxabu ,Critically Endangered ,12,East Asia,23.9666667, 120.9666667
pcb,Pear,Severely Endangered ,,Southeast Asia,12.4666,102.65
pay,Pech,Endangered ,600,"Mexico, Central America, Caribbean",15.0,-85.5
ppq,Pei,Severely Endangered ,80,Pacific,-4.51867,142.2774
bxd,Pela,Vulnerable ,,Southeast Asia;East Asia,24.449, 98.585
ata,Pele-Ata,Threatened ,,Pacific,,
aoc,Pemón,Vulnerable ,23983,South America,5.33333333333,-62.0
psg,Penang Sign Language,Endangered ,1000,Southeast Asia,5.38, 100.25
1qa,Penange,,,Africa,12.866531, -4.749725
ums,Pendau,Threatened ,3200,Southeast Asia,,
pdc,Pennsylvania German,Vulnerable ,98700,North America,40.510846, -75.787601
pnh,Penrhyn,Severely Endangered ,,Pacific,-8.991, -157.974
prl,Peruvian Sign Language,Threatened ,,South America,-11.90, -76.82
zpe,Petapa Zapotec,Threatened ,8000,"Mexico, Central America, Caribbean",16.8333,-95.1166
pey,Petjo,Critically Endangered ,some,Southeast Asia,-6.2716,106.7871
phk,Phake,Threatened ,2000,South Asia,27.5033,95.2185
lwl-pha,Phalok,Dormant ,,Southeast Asia,18.9582, 98.789
phl,Phalura,Vulnerable ,9841,South Asia,35.7264,71.7434
phq,Phana',Endangered ,,Southeast Asia;East Asia,20.428956,100.484125
nph,Phom Naga,Vulnerable ,,South Asia,26.7799,94.9493
1hq,Phong,Endangered ,,Southeast Asia,18.3333, 105
pnx,Phong-Kniang,Threatened ,1000,Southeast Asia,19.856569,104.036814
